occupation,count,share,cumulative_share,ksco_major_code,ksco_major_label,rule_hit,needs_review
"전직 플라스틱제품 조립원, 현재 구직중",2,2e-06,0.999811,unemployed,무직/비경제활동,contains:구직중,
"전직 항공교통 관제사, 현재 구직중",2,2e-06,0.999813,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 귀금속 및 보석 세공원, 현재 구직중",2,2e-06,0.999815,unemployed,무직/비경제활동,contains:구직중,
내수면 어부,2,2e-06,0.999817,other,기타/검토,no_rule,yes
"전직 인력 공급 및 알선 서비스 관리자, 현재 구직중",2,2e-06,0.999819,unemployed,무직/비경제활동,contains:구직중,
"전직 사회과학·경영 및 법학 시간강사, 현재 구직중",2,2e-06,0.999821,unemployed,무직/비경제활동,contains:구직중,
"전직 가구 판매원, 현재 구직중",2,2e-06,0.999823,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 전기 및 전자설비 조작원, 현재 구직중",2,2e-06,0.999825,unemployed,무직/비경제활동,contains:구직중,
"전직 전자 및 정밀 기구 조립원, 현재 구직중",2,2e-06,0.999827,unemployed,무직/비경제활동,contains:구직중,
"전직 가스 관련 관리자, 현재 구직중",2,2e-06,0.999829,unemployed,무직/비경제활동,contains:구직중,
"전직 외환 딜러, 현재 구직중",2,2e-06,0.999831,unemployed,무직/비경제활동,contains:구직중,
"전직 악기 제조 및 수리원, 현재 구직중",2,2e-06,0.999833,unemployed,무직/비경제활동,contains:구직중,
"전직 수리 및 정비 관련 관리자, 현재 구직중",2,2e-06,0.999835,unemployed,무직/비경제활동,contains:구직중,
"전직 자동차 전기 및 전자 정비원, 현재 구직중",2,2e-06,0.999837,unemployed,무직/비경제활동,contains:구직중,
국회의원,2,2e-06,0.999839,other,기타/검토,no_rule,yes
어패류 양식원,2,2e-06,0.999841,other,기타/검토,no_rule,yes
"전직 소년원 학교 교사, 현재 구직중",2,2e-06,0.999843,unemployed,무직/비경제활동,contains:구직중,
"전직 자동차 조립원, 현재 구직중",2,2e-06,0.999845,unemployed,무직/비경제활동,contains:구직중,
"전직 항타기 운전원, 현재 구직중",2,2e-06,0.999847,unemployed,무직/비경제활동,contains:구직중,
"전직 대학 행정조교, 현재 구직중",2,2e-06,0.999849,unemployed,무직/비경제활동,contains:구직중,
"전직 디스플레이 디자이너, 현재 구직중",2,2e-06,0.999851,unemployed,무직/비경제활동,contains:구직중,
"전직 방문 판매원, 현재 구직중",2,2e-06,0.999853,unemployed,무직/비경제활동,contains:구직중,
숙박 관련 관리자,2,2e-06,0.999855,1,관리자,contains:관리자,
"전직 치과 전문 의사, 현재 구직중",2,2e-06,0.999857,unemployed,무직/비경제활동,contains:구직중,
"전직 메이크업 아티스트, 현재 구직중",2,2e-06,0.999859,unemployed,무직/비경제활동,contains:구직중,
"전직 컴퓨터 하드웨어 개발 관리자, 현재 구직중",2,2e-06,0.999861,unemployed,무직/비경제활동,contains:구직중,
"전직 법률 관리자, 현재 구직중",2,2e-06,0.999863,unemployed,무직/비경제활동,contains:구직중,
"전직 생물학 연구원, 현재 구직중",2,2e-06,0.999865,unemployed,무직/비경제활동,contains:구직중,
"전직 요업 및 세라믹 공학 시험원, 현재 구직중",2,2e-06,0.999867,unemployed,무직/비경제활동,contains:구직중,
"전직 단조기 조작원, 현재 구직중",2,2e-06,0.999869,unemployed,무직/비경제활동,contains:구직중,
"전직 편직기 조작원, 현재 구직중",2,2e-06,0.999871,unemployed,무직/비경제활동,contains:구직중,
"전직 주차 단속원, 현재 구직중",1,1e-06,0.999872,unemployed,무직/비경제활동,contains:구직중,
"전직 건설기계공학 기술자 및 연구원, 현재 구직중",1,1e-06,0.999873,unemployed,무직/비경제활동,contains:구직중,
"전직 방재 기술자 및 연구원, 현재 구직중",1,1e-06,0.999874,unemployed,무직/비경제활동,contains:구직중,
"전직 신용 분석가, 현재 구직중",1,1e-06,0.999875,unemployed,무직/비경제활동,contains:구직중,
"전직 교통영향 평가원, 현재 구직중",1,1e-06,0.999876,unemployed,무직/비경제활동,contains:구직중,
"전직 천일염 생산 종사원, 현재 구직중",1,1e-06,0.999877,unemployed,무직/비경제활동,contains:구직중,
젖소 사육자,1,1e-06,0.999878,other,기타/검토,no_rule,yes
"전직 전자공학 시험원, 현재 구직중",1,1e-06,0.999879,unemployed,무직/비경제활동,contains:구직중,
"전직 토양 환경 시험원, 현재 구직중",1,1e-06,0.99988,unemployed,무직/비경제활동,contains:구직중,
"전직 임상심리사, 현재 구직중",1,1e-06,0.999881,unemployed,무직/비경제활동,contains:구직중,
"전직 공학 연구 관리자, 현재 구직중",1,1e-06,0.999882,unemployed,무직/비경제활동,contains:구직중,
"전직 동물 부화원, 현재 구직중",1,1e-06,0.999883,unemployed,무직/비경제활동,contains:구직중,
"전직 결혼상담원, 현재 구직중",1,1e-06,0.999884,unemployed,무직/비경제활동,contains:구직중,
"전직 원자력발전장치 운전원, 현재 구직중",1,1e-06,0.999885,unemployed,무직/비경제활동,contains:구직중,
"전직 경찰 관리자, 현재 구직중",1,1e-06,0.999886,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 시각 및 공연 예술가, 현재 구직중",1,1e-06,0.999887,unemployed,무직/비경제활동,contains:구직중,
"전직 배우, 현재 구직중",1,1e-06,0.999888,unemployed,무직/비경제활동,contains:구직중,
"전직 외과 전문 의사, 현재 구직중",1,1e-06,0.999889,unemployed,무직/비경제활동,contains:구직중,
"전직 광석 및 석재 가공장치 조작원, 현재 구직중",1,1e-06,0.99989,unemployed,무직/비경제활동,contains:구직중,
해조류 양식원,1,1e-06,0.999891,other,기타/검토,no_rule,yes
"전직 포장 디자이너, 현재 구직중",1,1e-06,0.999892,unemployed,무직/비경제활동,contains:구직중,
"전직 소아청소년과 전문 의사, 현재 구직중",1,1e-06,0.999893,unemployed,무직/비경제활동,contains:구직중,
"전직 조명 기구 설치 및 수리원, 현재 구직중",1,1e-06,0.999894,unemployed,무직/비경제활동,contains:구직중,
"전직 인류학 연구원, 현재 구직중",1,1e-06,0.999895,unemployed,무직/비경제활동,contains:구직중,
"전직 방송·출판 및 영상 관련 관리자, 현재 구직중",1,1e-06,0.999896,unemployed,무직/비경제활동,contains:구직중,
"전직 소방 관리자, 현재 구직중",1,1e-06,0.999897,unemployed,무직/비경제활동,contains:구직중,
복권 및 마권 판매원,1,1e-06,0.999898,5,판매 종사자,contains:판매,
"전직 사무용품 대여원, 현재 구직중",1,1e-06,0.999899,unemployed,무직/비경제활동,contains:구직중,
"전직 방송케이블 설치 및 수리원, 현재 구직중",1,1e-06,0.9999,unemployed,무직/비경제활동,contains:구직중,
"전직 지리 정보 시스템 전문가, 현재 구직중",1,1e-06,0.999901,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 도장기 조작원, 현재 구직중",1,1e-06,0.999902,unemployed,무직/비경제활동,contains:구직중,
"전직 양장 제조원, 현재 구직중",1,1e-06,0.999903,unemployed,무직/비경제활동,contains:구직중,
"전직 고무 및 플라스틱 시험원, 현재 구직중",1,1e-06,0.999904,unemployed,무직/비경제활동,contains:구직중,
"전직 판사, 현재 구직중",1,1e-06,0.999905,unemployed,무직/비경제활동,contains:구직중,
"전직 도시 계획 및 설계가, 현재 구직중",1,1e-06,0.999906,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 오락시설 서비스원, 현재 구직중",1,1e-06,0.999907,unemployed,무직/비경제활동,contains:구직중,
"전직 지중 전력설비 전기원, 현재 구직중",1,1e-06,0.999908,unemployed,무직/비경제활동,contains:구직중,
"전직 오프셋인쇄기 조작원, 현재 구직중",1,1e-06,0.999909,unemployed,무직/비경제활동,contains:구직중,
"전직 공공 기관 임원, 현재 구직중",1,1e-06,0.99991,unemployed,무직/비경제활동,contains:구직중,
리포터,1,1e-06,0.999911,other,기타/검토,no_rule,yes
"전직 주차 안내원, 현재 구직중",1,1e-06,0.999912,unemployed,무직/비경제활동,contains:구직중,
"전직 고무제품 조립원, 현재 구직중",1,1e-06,0.999913,unemployed,무직/비경제활동,contains:구직중,
"전직 보도블록 설치원, 현재 구직중",1,1e-06,0.999914,unemployed,무직/비경제활동,contains:구직중,
"전직 반려동물 훈련사, 현재 구직중",1,1e-06,0.999915,unemployed,무직/비경제활동,contains:구직중,
"전직 가죽 패턴사, 현재 구직중",1,1e-06,0.999916,unemployed,무직/비경제활동,contains:구직중,
"전직 토목구조 설계 기술자, 현재 구직중",1,1e-06,0.999917,unemployed,무직/비경제활동,contains:구직중,
"전직 중·고등학교 교장 및 교감, 현재 구직중",1,1e-06,0.999918,unemployed,무직/비경제활동,contains:구직중,
"전직 여행 상품 개발자, 현재 구직중",1,1e-06,0.999919,unemployed,무직/비경제활동,contains:구직중,
"전직 해상운송 관련 관리자, 현재 구직중",1,1e-06,0.99992,unemployed,무직/비경제활동,contains:구직중,
"전직 활자 디자이너, 현재 구직중",1,1e-06,0.999921,unemployed,무직/비경제활동,contains:구직중,
"전직 의학 연구원, 현재 구직중",1,1e-06,0.999922,unemployed,무직/비경제활동,contains:구직중,
"전직 로봇공학 시험원, 현재 구직중",1,1e-06,0.999923,unemployed,무직/비경제활동,contains:구직중,
"전직 화력발전장치 운전원, 현재 구직중",1,1e-06,0.999924,unemployed,무직/비경제활동,contains:구직중,
판촉원,1,1e-06,0.999925,other,기타/검토,no_rule,yes
"전직 농업기계 조립원, 현재 구직중",1,1e-06,0.999926,unemployed,무직/비경제활동,contains:구직중,
"전직 직물 디자이너, 현재 구직중",1,1e-06,0.999927,unemployed,무직/비경제활동,contains:구직중,
"전직 광업용 기계 설치 및 정비원, 현재 구직중",1,1e-06,0.999928,unemployed,무직/비경제활동,contains:구직중,
"전직 산부인과 전문 의사, 현재 구직중",1,1e-06,0.999929,unemployed,무직/비경제활동,contains:구직중,
"전직 무대의상 관리원, 현재 구직중",1,1e-06,0.99993,unemployed,무직/비경제활동,contains:구직중,
"전직 토양 환경 기술자 및 연구원, 현재 구직중",1,1e-06,0.999931,unemployed,무직/비경제활동,contains:구직중,
"전직 한복 제조원, 현재 구직중",1,1e-06,0.999932,unemployed,무직/비경제활동,contains:구직중,
"전직 삽화가, 현재 구직중",1,1e-06,0.999933,unemployed,무직/비경제활동,contains:구직중,
"전직 사회복지 관련 관리자, 현재 구직중",1,1e-06,0.999934,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 수선원, 현재 구직중",1,1e-06,0.999935,unemployed,무직/비경제활동,contains:구직중,
"전직 낙농품가공 기계 조작원, 현재 구직중",1,1e-06,0.999936,unemployed,무직/비경제활동,contains:구직중,
"전직 조경 관련 관리자, 현재 구직중",1,1e-06,0.999937,unemployed,무직/비경제활동,contains:구직중,
"전직 공장 전기 및 전자설비 조작원, 현재 구직중",1,1e-06,0.999938,unemployed,무직/비경제활동,contains:구직중,
"전직 신발 제조기 조작원 및 조립원, 현재 구직중",1,1e-06,0.999939,unemployed,무직/비경제활동,contains:구직중,
"전직 콘크리트 믹서 트럭 운전원, 현재 구직중",1,1e-06,0.99994,unemployed,무직/비경제활동,contains:구직중,
"전직 자동차 판금 정비원, 현재 구직중",1,1e-06,0.999941,unemployed,무직/비경제활동,contains:구직중,
"전직 집행관, 현재 구직중",1,1e-06,0.999942,unemployed,무직/비경제활동,contains:구직중,
"전직 선박 배관공, 현재 구직중",1,1e-06,0.999943,unemployed,무직/비경제활동,contains:구직중,
"전직 건설자재 시험원, 현재 구직중",1,1e-06,0.999944,unemployed,무직/비경제활동,contains:구직중,
"전직 판지 라이닝기 조작원, 현재 구직중",1,1e-06,0.999945,unemployed,무직/비경제활동,contains:구직중,
"전직 목형원, 현재 구직중",1,1e-06,0.999946,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 숙박시설 서비스원, 현재 구직중",1,1e-06,0.999947,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 재단사, 현재 구직중",1,1e-06,0.999948,unemployed,무직/비경제활동,contains:구직중,
"전직 화훼작물 재배원, 현재 구직중",1,1e-06,0.999949,unemployed,무직/비경제활동,contains:구직중,
"전직 섬유기계 설치 및 정비원, 현재 구직중",1,1e-06,0.99995,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 정보 통신 관련 관리자, 현재 구직중",1,1e-06,0.999951,unemployed,무직/비경제활동,contains:구직중,
"전직 선장, 현재 구직중",1,1e-06,0.999952,unemployed,무직/비경제활동,contains:구직중,
"전직 비알코올성 음료 제조기 조작원, 현재 구직중",1,1e-06,0.999953,unemployed,무직/비경제활동,contains:구직중,
"전직 건축가, 현재 구직중",1,1e-06,0.999954,unemployed,무직/비경제활동,contains:구직중,
"전직 학예사, 현재 구직중",1,1e-06,0.999955,unemployed,무직/비경제활동,contains:구직중,
"전직 정수 처리 장치 조작원, 현재 구직중",1,1e-06,0.999956,unemployed,무직/비경제활동,contains:구직중,
"전직 지게차 정비원, 현재 구직중",1,1e-06,0.999957,unemployed,무직/비경제활동,contains:구직중,
"전직 수도 관련 관리자, 현재 구직중",1,1e-06,0.999958,unemployed,무직/비경제활동,contains:구직중,
"전직 자재 및 구매 관리자, 현재 구직중",1,1e-06,0.999959,unemployed,무직/비경제활동,contains:구직중,
"전직 일반 한의사, 현재 구직중",1,1e-06,0.99996,unemployed,무직/비경제활동,contains:구직중,
"전직 혼례 종사원, 현재 구직중",1,1e-06,0.999961,unemployed,무직/비경제활동,contains:구직중,
"전직 내수면 어부, 현재 구직중",1,1e-06,0.999962,unemployed,무직/비경제활동,contains:구직중,
"전직 언론학 연구원, 현재 구직중",1,1e-06,0.999963,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 배관공, 현재 구직중",1,1e-06,0.999964,unemployed,무직/비경제활동,contains:구직중,
동물 부화원,1,1e-06,0.999965,other,기타/검토,no_rule,yes
